zpid,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,homeImage
29471292,29,0,1,2,2,2,0,1,0,102366,2350,1,0,1,1,4.766666667,3.333333333,1557,14,2,3,1,29471292_a9150842bcf2dc6dae364d7672902d31-p_f.jpg
241932966,40,0,4,2,0,0,0,0,0,6141,1634,1,0,1,1,2.9,3.666666667,1532,12,2,3,1,241932966_46ca4698d275a217ccb3769b948981b9-p_f.jpg
116080975,1,0,3,3,1,0,0,2,0,8363,3047,1,0,1,1,3.3,7.666666667,1259,14,4,4,1,116080975_cac79f1904989e8f3640cbcfc8af9d44-p_f.jpg
145656987,29,0,7,1,0,0,0,0,0,5532,1399,1,0,1,1,1.933333333,3,1457,13,2,3,1,145656987_2c1694d51de6eb66a9b07aa072424cee-p_f.jpg
70333915,37,0,4,1,1,3,0,1,0,19166.4,3573,1,0,1,1,2,7,1277,16,5,4,2,70333915_0fe8e2a4788af409a614f3d71ecf0716-p_f.jpg
29462467,24,0,4,1,0,1,0,0,0,6229,2035,1,0,1,1,1.766666667,3,1457,13,3,3,2,29462467_3f093674703b058a46b604365489a9d5-p_f.jpg
89548387,26,0,4,1,0,0,0,0,0,6751,1304,1,0,1,1,3.266666667,3,1457,13,2,3,1,89548387_b6027ef7ab78590dc5a41affbb760d93-p_f.jpg
29376494,8,0,2,2,2,2,0,1,0,10890,2484,1,0,1,1,1.233333333,8,1275,15,3,4,2,29376494_d9dabbf0b67c2925b0e601b5527c0e28-p_f.jpg
185217474,41,0,5,2,2,0,0,2,0,6786,2134,1,0,1,1,2,8.333333333,1481,16,3,3,2,185217474_73833b9f2238b43e13f8bea4d94f1b0e-p_f.jpg
29366911,56,0,4,3,3,0,2,0,0,86684.4,4747,1,0,1,1,4.166666667,7,1277,16,5,5,1,29366911_27203f417a9aeda9e64c5540f2e3123a-p_f.jpg
145657963,40,0,4,2,1,4,0,0,0,8537,2629,1,0,1,1,3.133333333,3.666666667,1532,12,3,3,1,145657963_002ab55328769f202926f80ba7905f5f-p_f.jpg
29370494,50,0,6,2,2,2,0,0,0,11325.6,2567,1,0,1,1,1.166666667,9,1616,16,3,4,2,29370494_e0dd4cf4ce44a966f105f7c4f53bed6a-p_f.jpg
125901465,28,0,5,2,1,1,0,0,0,4617,1267,1,0,1,1,1.9,3,1457,13,2,3,1,125901465_d02a94df74ea55600d0eaa1a0b357fc3-p_f.jpg
96639474,28,0,3,2,2,1,0,1,0,5619,2142,1,0,1,1,2.3,6,1228,14,2,3,1,96639474_cd2c016209f6d3cae48b6b6c34ec7887-p_f.jpg
80094409,40,0,4,4,0,0,0,0,0,68389.2,9591,1,0,1,1,3.533333333,7,1277,16,7,5,2,80094409_18d24472ab3cd2cf322d28f398d940b9-p_f.jpg
64431038,25,0,2,1,3,2,0,0,0,1001880,2169,1,0,1,1,4.633333333,3.333333333,1557,14,3,3,2,64431038_99c51aa620f9878b45ee5ba3a3feb7a2-p_f.jpg
89547842,9,0,5,1,0,0,0,0,0,5445,1296,1,0,1,1,3.333333333,3,1457,13,2,3,1,89547842_b6b804760701b8719f049c4d6f544971-p_f.jpg
251030464,22,0,3,2,0,0,0,0,0,6098,2570,1,0,1,1,2.2,2.666666667,1478,13,3,4,2,251030464_c0a5e963f806014e275b749adc5a45ad-p_f.jpg
29376491,1,0,3,1,0,0,0,0,0,9147,3140,1,0,1,1,1.233333333,8,1275,15,3,5,2,29376491_0d3f82df2d803552caa7d32f0382da76-p_f.jpg
241932962,67,0,4,2,1,1,0,1,0,6141,2068,1,0,1,1,2.9,3.666666667,1532,12,3,4,2,241932962_d3185ef7e2fd52aa89a4c34687a1dc7e-p_f.jpg
64729016,31,0,3,2,2,0,0,0,0,64468.8,2736,1,0,1,1,4.833333333,3.333333333,1557,14,2,4,1,64729016_4959764cf0cce27d3a1c6ad9bc31ec0a-p_f.jpg
70355962,27,0,5,2,1,1,0,0,0,5749,1807,1,0,1,1,1.866666667,3,1457,13,2,4,1,70355962_e27d5d4ed70a50b13eae203d2fc90546-p_f.jpg
29376490,60,0,5,2,1,1,0,0,0,8624,2956,1,0,1,1,1.233333333,8,1275,15,3,5,1,29376490_6cc91f2ddfc3cd71e81a079fe62c4f97-p_f.jpg
29366907,43,0,2,2,0,0,0,0,0,24829.2,8800,1,0,1,1,4.166666667,7,1277,16,8,5,3,29366907_633eb2a3838f13b8d477328e545d3958-p_f.jpg
250825472,31,0,4,3,1,2,0,1,0,5536,2595,1,0,1,1,2.1,8.333333333,1481,16,3,5,2,250825472_38f4150d83b5c3331ccc33c74b05df24-p_f.jpg
89550834,19,0,5,1,0,0,0,0,0,9626,1420,1,0,1,1,3.3,3,1457,13,2,3,1,89550834_a3f403bed6efd46384f6b8b3b4e5bc11-p_f.jpg
29374483,23,0,4,2,1,0,0,0,0,14810.4,2170,0,1,1,1,1.2,8.666666667,1632,16,2,4,1,29374483_d8dc18af641024d419e64be0f3077999-p_f.jpg
29461422,30,0,2,1,0,1,0,0,0,6969,1592,1,0,1,1,1.766666667,3,1457,13,3,3,2,29461422_45e13d21209524fe7bcdca4eb7993042-p_f.jpg
116080970,40,0,3,2,1,0,0,0,0,12632.4,3837,1,0,1,1,3.266666667,7.666666667,1259,14,5,5,2,116080970_da4c525e992ff6064c3bb5253ec6ea55-p_f.jpg
29557482,19,0,4,3,0,0,0,0,0,16552.8,1239,1,0,1,1,1.766666667,5.333333333,1369,12,2,3,1,29557482_b7c3f25d4b5372cf3537b413c39603bb-p_f.jpg
241932948,40,0,4,1,0,0,0,1,0,5488,1449,1,0,1,1,2.9,3.666666667,1532,12,2,3,1,241932948_d842e6ea12b786e70514ac3aaeab8c48-p_f.jpg
29461406,18,0,3,1,1,0,0,0,0,5227,1335,1,0,1,1,1.733333333,3,1457,13,2,3,1,29461406_fc2e2e3c6aeaa5ff2b4527aa52525ce4-p_f.jpg
2081704483,1,0,3,1,0,1,0,1,0,4800,1514,1,0,1,1,3.133333333,3,1457,13,2,3,1,2081704483_e6ce5e9571c30c0035d3ab23de8a4b5a-p_f.jpg
116080962,30,0,2,2,1,0,0,0,0,15681.6,3111,1,0,1,1,3.266666667,7.666666667,1259,14,3,4,1,116080962_dcb0700b67a619e98e210f045410bd50-p_f.jpg
29376480,65,0,2,2,2,0,0,2,0,8973,3113,1,0,1,1,1.2,8,1275,15,3,4,2,29376480_a23f17b68055f8ee74eaa60a14a6d24e-p_f.jpg
241932900,27,0,3,1,0,0,0,0,0,5749,1370,1,0,1,1,1.833333333,3,1457,13,2,3,1,241932900_c89019467b1f44ad7cc23fc58bea8ecf-p_f.jpg
29370900,67,0,2,2,1,3,0,0,0,7666,3055,1,0,1,1,2.1,7,1277,16,4,4,2,29370900_130c0ecaa8beb4d1ba2917cb717c3697-p_f.jpg
29459947,23,0,7,2,0,0,0,1,0,5558,1419,1,0,1,1,1.666666667,3,1457,13,2,3,1,29459947_3bbdd022015b49e93653ca56a9aabbae-p_f.jpg
241932936,78,0,2,2,1,0,0,0,0,6969,2682,1,0,1,1,2.9,3.666666667,1532,12,5,7,2,241932936_771b1c204b57eabe2b1f4d93baadf960-p_f.jpg
89550803,32,0,2,2,1,1,0,0,0,4573,1936,1,0,1,1,3.2,3,1457,13,3,4,2,89550803_fbd8b4c0ad06d22e6e2829d23f47bd0e-p_f.jpg
29358990,36,0,5,1,0,0,0,0,0,10367,2967,1,0,1,1,2.933333333,7,1523,17,3,4,2,29358990_396b3962b1feea00757733f6df320160-p_f.jpg
116080957,43,0,3,2,0,0,0,0,0,7501,3787,1,0,1,1,3.3,7.666666667,1259,14,4,5,2,116080957_c921a4d10b6e04c8e1a66606c4b97f2c-p_f.jpg
29375979,40,0,7,1,2,1,0,1,0,11325.6,2753,0,1,1,1,0.833333333,8.666666667,1632,16,3,5,1,29375979_ce1a0b7a73467dde6f89e6d44806af8e-p_f.jpg
80115957,27,0,4,3,1,1,0,1,0,5140,1791,1,0,1,1,1.633333333,8.333333333,1481,16,3,3,2,80115957_98c24679c2e2600eb5d8b8e7f81fe0c8-p_f.jpg
29375978,39,0,3,1,1,1,0,1,0,27442.8,2997,0,1,1,1,0.833333333,8.666666667,1632,16,3,4,1,29375978_4ed7a2e168f1bf6816488f49be8c6f5d-p_f.jpg
145654939,22,0,3,1,0,0,0,1,0,7274,1225,1,0,1,1,2.033333333,3,1457,13,2,3,1,145654939_1a9c9b02e8dd936c11cf5c463caa085b-p_f.jpg
29370884,120,0,3,2,1,2,0,1,0,9670,2864,1,0,1,1,2.066666667,7,1277,16,3,5,1,29370884_6c41413b94715359f49a9d52801a9e54-p_f.jpg
29351485,1,0,7,1,0,2,0,1,0,3920,1573,1,0,1,1,3.433333333,7,1177,16,2,3,1,29351485_streetviewlocation5706EagleClfs2CAustin2CTX78731size1025x768keyAIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQsourceoutdoorsignatureBWDEjBNCW6Azo4RpWSsrAtimyRM.jpg
29372475,55,0,3,2,1,1,0,0,0,10454,2656,1,0,1,1,1.2,9,1616,16,3,4,2,29372475_a8bc2b2002340b1caabb5312d728bd11-p_f.jpg
185218453,40,0,4,3,2,1,0,1,0,5140,1975,1,0,1,1,2,8.333333333,1481,16,3,4,2,185218453_3e973c89630316bc19e884e7d0875fce-p_f.jpg
29360984,37,0,7,2,0,1,0,1,0,15246,2700,1,0,1,1,2.5,7,1523,17,3,4,2,29360984_0f41daba314e5845c30d3e680d1899b1-p_f.jpg
241932874,44,0,3,2,0,0,0,0,0,5706,1480,1,0,1,1,1.833333333,3,1457,13,2,3,1,241932874_94a64ae7f4f19f396dc0ea66024907f6-p_f.jpg
305430992,44,0,1,2,2,2,0,1,0,5749,2508,1,0,1,2,2.933333333,3.666666667,1085,11,3,3,1,305430992_5db0152ef494c8dab75fa8b923fb0ea1-p_f.jpg
251030246,26,0,3,2,0,1,0,0,0,12196.8,1791,1,0,1,1,1.2,3.666666667,1051,12,2,3,1,251030246_3d6d66744808829175db8901e6698a2d-p_f.jpg
29347484,56,0,2,2,0,0,0,0,0,142441.2,4491,1,0,1,1,2.466666667,7,1381,16,7,5,2,29347484_d5b8a2496f8b041ccffeefcfb39c3d96-p_f.jpg
69811366,19,0,3,1,0,0,0,0,0,4007,1268,1,0,1,1,1.733333333,3,1457,13,2,3,1,69811366_19575c626e9648168addf130c96f1aa6-p_f.jpg
29370873,32,0,5,1,1,0,0,0,0,11325.6,3033,1,0,1,1,2.033333333,7,1277,16,4,4,2,29370873_5a91f4cf2057f56c26e1a8c450096270-p_f.jpg
83814991,33,0,3,1,0,0,0,0,0,12196.8,2573,1,0,1,2,2.733333333,3.666666667,1085,11,3,3,2,83814991_60571fe6ae8247cb6a658960e98f5c37-p_f.jpg
29375973,77,0,7,2,3,1,0,0,0,13503.6,2340,0,1,1,1,0.9,8.666666667,1632,16,3,4,2,29375973_cd7ca8a6c4aa99a615309ae1224fb5f5-p_f.jpg
116080945,40,0,3,2,0,0,0,0,0,7710,3187,1,0,1,1,3.266666667,7.666666667,1259,14,3,4,2,116080945_7ff2d6c58bdca96bd7529a9bd0a5455d-p_f.jpg
29370860,55,0,1,3,4,2,0,0,0,7492,3675,1,0,1,1,2.133333333,7,1277,16,4,5,2,29370860_fa5955960270a80ec36404fd966cfa46-p_f.jpg
249890717,1,0,3,2,0,1,0,1,0,5000,1641,1,0,1,1,3.166666667,3,1457,13,2,3,1,249890717_493aa9d534f7f1cb4c6d0609f78dbb29-p_f.jpg
2082177903,8,0,0,0,1,0,0,0,0,5532,1413,1,0,1,1,2.966666667,3.666666667,1532,12,2,3,1,2082177903_1ab8fd41c388b62b3899423de539185a-p_f.jpg
70341361,24,0,5,1,0,0,0,1,0,4312,1203,1,0,1,1,1.866666667,3,1457,13,2,3,1,70341361_0aa4738e64e991e0439b03bab3815dc4-p_f.jpg
29358983,110,0,4,2,1,0,0,1,0,8319,2922,1,0,1,1,2.833333333,7,1523,17,4,3,2,29358983_7a6061cff847fcdcd418ce2d4c29b938-p_f.jpg
29374973,38,1,3,2,5,3,0,0,0,7405,2428,1,0,1,1,1.466666667,8,1275,15,3,3,2,29374973_f7c3773b88471aedb3529d5ce94f9736-p_f.jpg
89550707,24,0,4,2,1,3,0,0,0,10000,1256,1,0,1,1,3.3,3,1457,13,2,3,1,89550707_4f2d54f811ad9ebd013be38375aff314-p_f.jpg
114405230,33,0,3,1,0,0,0,0,0,6011,3047,1,0,1,1,1.3,2.666666667,1063,14,3,3,2,114405230_cdee5cae2bdc0cfe998f546658c4a080-p_f.jpg
29459909,25,0,4,1,0,0,0,1,0,7274,1712,1,0,1,1,1.7,3,1457,13,3,3,2,29459909_0de1440d8482dcdbe0148dbde9d1b8a0-p_f.jpg
58299481,1,0,0,1,0,0,0,0,0,20037.6,2089,1,0,1,1,2.2,7,1523,17,2,3,1,58299481_streetviewlocation7609CrossmeadowDr2CAustin2CTX78750size1025x768keyAIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQsourceoutdoorsignaturere1GTHl3NEHzNE7TXvzAzFMurtQ.jpg
145656393,35,0,7,1,2,2,0,1,0,9626,3319,1,0,1,1,3.066666667,3.666666667,1532,12,3,5,2,145656393_6818f5f53a4a75f554f8343fc1313b62-p_f.jpg
29374967,55,0,7,2,1,2,0,1,0,6054,2766,1,0,1,1,1.4,8,1275,15,3,4,2,29374967_b73eb0bc2c7b69ade2b539a00697553a-p_f.jpg
2082038175,2,0,2,0,0,0,0,0,0,5000,2643,1,0,1,1,3.133333333,3,1457,13,3,4,2,2082038175_457fd02d2caf702afb49207c45707748-p_f.jpg
29358997,20,0,1,2,2,0,0,0,0,8537,2576,1,0,1,1,2.833333333,7,1523,17,3,3,2,29358997_840905ed1fd38cbd3126abf041c00f49-p_f.jpg
120898222,60,0,4,2,1,2,0,0,0,6141,2505,1,0,1,1,1.4,2.666666667,1063,14,3,4,2,120898222_11ef093d6e908efe0c1877acef0ac489-p_f.jpg
70352470,40,0,4,3,0,1,0,1,0,19166.4,3486,1,0,1,1,2.5,8.333333333,1533,17,4,4,2,70352470_82a2d24745ac58972ba1517b10aed28a-p_f.jpg
29438720,28,0,3,2,0,0,0,0,0,6795,2046,0,2,1,1,1,3,1108,14,2,4,1,29438720_a9ef0fddf50272923c0fc3130235375e-p_f.jpg
64812856,36,0,0,1,0,0,0,0,0,4704,1892,1,0,1,1,1.766666667,3,1457,13,3,3,2,64812856_ba04d668af22e53ae238485ea32bd02d-p_f.jpg
70352465,58,0,3,2,2,1,0,1,0,28749.6,4558,1,0,1,1,2.5,8.333333333,1533,17,5,5,2,70352465_c6346c4a39d1f87578ee1529329d9296-p_f.jpg
145655881,34,0,4,2,2,1,0,1,0,5488,2095,1,0,1,1,2.9,3.666666667,1532,12,2,3,1,145655881_84673e03e4df9c78c284879755311a09-p_f.jpg
2079153478,40,0,3,2,1,1,0,1,0,8363,2623,1,0,1,1,0.866666667,7,1381,16,3,4,1,2079153478_aad12dc80bc1b06688c0803410b58c23-p_f.jpg
29366849,81,0,3,2,1,1,0,0,0,27442.8,1947,1,0,1,1,3.4,7,1277,16,2,2,2,29366849_50345f45e2b0dddb9c10984f4ce978e3-p_f.jpg
58265966,40,0,4,3,2,2,0,0,0,8319,3352,1,0,1,1,0.7,7.666666667,1281,14,3,5,2,58265966_412cd827f4cea4cd05ceef5b4611f379-p_f.jpg
70352461,40,0,4,2,0,0,0,0,0,20908.8,4867,1,0,1,1,2.5,8.333333333,1533,17,4,4,2,70352461_a09cfad45a949f7195c9540224f51e49-p_f.jpg
29370839,40,0,3,1,0,0,0,1,0,8276,4274,1,0,1,1,2.1,7,1277,16,4,4,2,29370839_b5e47cbd7cc96060f7920c5acd6dcad8-p_f.jpg
29376465,40,0,0,2,1,2,0,0,0,36590.4,3695,0,1,1,1,1.766666667,8.666666667,1632,16,4,4,2,29376465_881a628ffeeb70cb393eb396cdc375cf-p_f.jpg
29358978,34,0,5,2,0,0,0,0,0,9796,2448,1,0,1,1,2.8,7,1523,17,2,4,2,29358978_b786cbba07e70881911f21e0a1217f61-p_f.jpg
89028960,75,0,4,1,1,0,0,1,0,7797,3485,1,0,1,1,2.766666667,8.333333333,1533,17,4,5,2,89028960_a5d1fb13fd9f816b7dad45b0a7ef04f2-p_f.jpg
80093467,1,0,4,1,0,0,0,0,0,9147,1526,1,0,1,2,2.966666667,3.666666667,1085,11,2,3,1,80093467_53d41d10795718c53b71ec3b9e3fcd76-p_f.jpg
250180857,37,0,3,1,0,0,0,0,0,6185,2124,1,0,1,1,3.2,3.666666667,1532,12,2,3,1,250180857_b9dcd38c8b5f3766815eed739710ad84-p_f.jpg
29372965,22,0,4,1,0,0,0,0,0,7927,2965,0,1,1,1,1.633333333,8.666666667,1632,16,3,4,2,29372965_c97da14544888d362d191e711f3a1917-p_f.jpg
185217429,1,0,0,3,2,0,0,0,0,7666,3205,1,0,1,1,1.9,8.333333333,1481,16,4,5,2,185217429_20234e43bef47a82268647ad2898eb1a-p_f.jpg
29353978,100,0,4,4,0,2,0,2,0,53143.2,5099,1,0,1,1,1.933333333,7,1381,16,5,5,2,29353978_1896edf5ddbe9a9b9cb1df8b0b618bb5-p_f.jpg
2089686965,10,0,2,0,0,0,0,0,0,5837,2403,1,0,1,2,2.966666667,3.666666667,1085,11,3,3,1,2089686965_1929359ef6923c360b118b09d33b48be-p_f.jpg
29370836,36,0,3,1,1,2,0,1,0,13068,3939,1,0,1,1,2,7,1277,16,4,5,2,29370836_460f7fb0fc28bba5a17dc372cc7f64a0-p_f.jpg
29375964,32,0,1,2,3,1,0,0,0,16117.2,2116,0,1,1,1,0.866666667,8.666666667,1632,16,3,3,1,29375964_6dff57217d6ef21f33f6651676583935-p_f.jpg
116080928,38,0,3,3,1,0,0,1,0,10585,3409,1,0,1,1,3.266666667,7.666666667,1259,14,3,4,1,116080928_a7fa711565fa3b86e102dc66163499d3-p_f.jpg
2087922352,3,0,3,1,0,0,0,0,0,6969,2289,1,0,1,1,3.066666667,3.666666667,1532,12,3,3,1,2087922352_c7c18bb1f567832516ecf6914ec85ba8-p_f.jpg
80090962,68,0,4,2,2,1,0,0,0,5662,1704,1,0,1,2,3.166666667,3.666666667,1085,11,2,3,1,80090962_b06ea20dda04e5bfcf5aa82b01a57287-p_f.jpg
29374964,11,0,5,2,2,2,0,1,0,7013,2852,1,0,1,1,1.433333333,8,1275,15,3,3,2,29374964_fb44e1b8a1061d5087161af67b6388a0-p_f.jpg
120896203,70,0,2,4,0,0,0,0,0,6098,2505,1,0,1,1,1.4,2.666666667,1063,14,2.5,4,2,120896203_a2690973d2da8491298c58b7cae7d9cb-p_f.jpg
29362475,1,0,3,1,0,0,0,0,0,13939.2,3119,1,0,1,1,3.1,7,1523,17,3,4,2,29362475_bc63e55f69c4eea2ab118efaf23d7d94-p_f.jpg
185217426,27,0,4,3,3,3,0,0,0,8145,2191,1,0,1,1,1.9,8.333333333,1481,16,2,3,1,185217426_24146b3b24a6ccbf404a7d9c356c608a-p_f.jpg
124843021,149,0,8,3,0,0,0,0,0,172497.6,9866,1,0,1,1,3.433333333,8.333333333,1533,17,10,6,2,124843021_38aeda802d6cf001f7befec5a053d009-p_f.jpg
249710345,38,0,6,2,0,1,0,0,0,6926,2420,1,0,1,1,3.166666667,3.666666667,1532,12,3,4,2,249710345_114d07f48b5f8671c9edec196ca56df3-p_f.jpg
83814445,40,0,5,1,2,3,0,1,0,33976.8,5027,1,0,1,1,2.033333333,7,1277,16,5,4,2,83814445_6d386d5ead63e73314c96ddd59d13dd4-p_f.jpg
89552136,16,0,3,1,0,0,0,0,0,4748,1096,1,0,1,1,3.233333333,3,1457,13,2,3,1,89552136_4a7c81398fa9fdc71db1cc681bb6270a-p_f.jpg
124154926,54,0,3,3,2,2,0,0,0,5662,2425,1,0,1,1,3.133333333,7.666666667,1259,14,3,3,1,124154926_d3c12fc8764bc98b1b87a9bdbc684377-p_f.jpg
29396959,37,0,1,2,0,0,0,0,0,4617,1320,1,0,1,2,3.166666667,3.666666667,1085,11,2,3,1,29396959_208dc0d1879434c5ec8bf53c2bdb59b0-p_f.jpg
2087686692,44,0,3,2,1,1,0,1,0,5998,1780,0,2,1,1,1.233333333,3,1108,14,2,4,1,2087686692_49ee480b769bbce82c2abf2ebc3dc82d-p_f.jpg
89545951,39,0,5,2,1,2,0,1,0,116305.2,7740,1,0,1,1,2.766666667,8.333333333,1476,17,8,6,2,89545951_91dbaa0adfcad566cbb65136c30dd22e-p_f.jpg
29353975,28,0,3,1,0,0,0,0,0,45302.4,4878,1,0,1,1,2,7,1381,16,5,5,2,29353975_1ad847b009c8114ee1e8a7ab0d222095-p_f.jpg
29373963,38,0,8,2,0,0,0,0,0,27007.2,2873,0,1,1,1,1,8.666666667,1632,16,3,4,2,29373963_5fbfaaae835da52f901d51cf62e1111d-p_f.jpg
79981880,24,0,2,2,0,0,0,0,0,7535,1652,1,0,1,1,1.966666667,3,1457,13,2,3,1,79981880_2c6f21d7e9cfb3327935057df61e0fe8-p_f.jpg
251035839,81,0,3,2,1,1,0,0,0,7405,2501,1,0,1,1,3.433333333,3.666666667,1532,12,3,4,1,251035839_b251e81641e41e9d8f9e982edbfc9c1c-p_f.jpg
29396958,31,0,4,2,2,1,0,1,0,4617,1306,1,0,1,2,3.166666667,3.666666667,1085,11,2,3,1,29396958_7818b430197eeb7e86724b3fcdca789b-p_f.jpg
29370826,25,0,8,1,1,2,0,1,0,11325.6,1540,1,0,1,1,2.033333333,7,1277,16,2,3,1,29370826_160c1465448c5e74d60360f77ac8c06a-p_f.jpg
29360969,31,0,6,2,0,0,0,0,0,30927.6,2463,1,0,1,1,2.5,7,1523,17,3,3,2,29360969_2e0be728feaa3bbdb65992d0f2413471-p_f.jpg
29375962,33,0,2,1,1,0,0,0,0,13503.6,2454,0,1,1,1,0.866666667,8.666666667,1632,16,3,3,1,29375962_525ddae8405ecf028afc9a228145ef5c-p_f.jpg
145657839,39,0,1,2,0,0,0,0,0,5488,1821,1,0,1,1,2.866666667,3.666666667,1532,12,2,3,1,145657839_8a7813bd58dda9f2bb8e4361858c2de4-p_f.jpg
29370822,31,0,5,2,1,2,0,2,0,8712,2218,1,0,1,1,2,7,1277,16,2,3,1,29370822_b128a022b95397132b6e3d08c70642a3-p_f.jpg
69814957,31,0,2,2,0,0,0,0,0,27007.2,3371,1,0,1,1,5.133333333,7,1177,16,4,4,1,69814957_3c60b8da9cf2cf75a3b6f693ca9d1339-p_f.jpg
29374462,76,0,3,1,1,1,0,2,0,14810.4,2373,0,1,1,1,1.133333333,8.666666667,1632,16,3,4,1,29374462_03b3f7dbcecd00b2e3e01ba0a2dc803f-p_f.jpg
70341334,1,0,3,1,0,0,0,0,0,4356,2088,1,0,1,1,1.866666667,3,1457,13,3,4,2,70341334_89bc2dea8c9d1cfc7b3371b2e8d2c923-p_f.jpg
29370820,21,0,4,1,1,1,0,3,0,7840,1861,1,0,1,1,1.966666667,7,1277,16,2,3,1,29370820_f30f66f1b009ff32a33630e5cbb87d3a-p_f.jpg
29392931,48,0,2,1,0,0,0,0,0,9757,1567,1,0,1,1,2.5,3.666666667,480,14,2,4,1,29392931_b938a89dcaedfc25951fca058beca02a-p_f.jpg
29344951,39,0,5,2,0,0,0,0,0,12196.8,2410,0,1,3,0,3.733333333,8,1373,14,3,4,1,29344951_8940f352dad235dffb014cb5c9f5420c-p_f.jpg
29377461,45,0,3,2,0,0,0,0,0,50529.6,3227,0,1,1,1,1.4,8.666666667,1632,16,4,5,1,29377461_2e3ab16bc942344eff0a01755c9035c5-p_f.jpg
